"rs","region","ps","start_pos","end_pos","af_191","af_89","impact","RefSeq_ID","ncbi_func","protein_ID","gene_ID","gene_interval","gene_ann","no_vars_group","no_effects","ave_effect","lines","assocs","host","cat_rhiz","cat_sym","pleio_type","trait_combs","host_pleio","pleio","sig"
"freebayes-snp-psymb-1182962-A","pSymB","1182962",NA,NA,0.099,0.135,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS30800-gene-CDO30_RS30805",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1183086-C","pSymB","1183086",NA,NA,0.126,0.146,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS30800-gene-CDO30_RS30805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-118365-T","pSymB","118365",118189,119049,0.403,0.371,"MODERATE","NP_436583.1","EamA/RhaT family transporter","ASP61628.1","CDO30_25645","gene-CDO30_RS25670",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1183788-A","pSymB","1183788",1183182,1185665,0.162,0.202,"MODERATE","NP_437558.1","Copper-transporting ATPase 2","ASP62554.1","CDO30_30770","gene-CDO30_RS30805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1184159-T","pSymB","1184159",1183182,1185665,0.141,0.18,"LOW","NP_437558.1","Copper-transporting ATPase 2","ASP62554.1","CDO30_30770","gene-CDO30_RS30805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1184819-G","pSymB","1184819",1183182,1185665,0.183,0.202,"LOW","NP_437558.1","Copper-transporting ATPase 2","ASP62554.1","CDO30_30770","gene-CDO30_RS30805",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1184966-T","pSymB","1184966",1183182,1185665,0.131,0.157,"LOW","NP_437558.1","Copper-transporting ATPase 2","ASP62554.1","CDO30_30770","gene-CDO30_RS30805",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1185886-C","pSymB","1185886",1185725,1186168,0.136,0.157,"LOW","NP_437559.1","heavy metal-dependent transcription regulator 2","ASP62555.1","CDO30_30775","gene-CDO30_RS30810","cueR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-118674-G","pSymB","118674",118189,119049,0.267,0.303,"LOW","NP_436583.1","EamA/RhaT family transporter","ASP61628.1","CDO30_25645","gene-CDO30_RS25670",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1189168-G","pSymB","1189168",1189165,1190022,0.094,0.124,"MODERATE","NP_437564.1","N-formylglutamate amidohydrolase","ASP62560.1","CDO30_30800","gene-CDO30_RS30835",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1191377-T","pSymB","1191377",1190019,1191905,0.209,0.225,"LOW","NP_437565.2","hypothetical protein","ASP62561.1","CDO30_30805","gene-CDO30_RS30840",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1191449-C","pSymB","1191449",1190019,1191905,0.063,0.09,"MODERATE","NP_437565.2","hypothetical protein","ASP62561.1","CDO30_30805","gene-CDO30_RS30840",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1194312-T","pSymB","1194312",1194223,1195740,0.445,0.461,"LOW","NP_437568.1","sugar ABC transporter ATP-binding protein","ASP62564.1","CDO30_30820","gene-CDO30_RS30855",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-119561-A","pSymB","119561",119240,119770,0.403,0.393,"LOW","NP_436584.1","hypothetical protein","ASP63020.1","CDO30_25650","gene-CDO30_RS25675",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1196052-A","pSymB","1196052",1195737,1196762,0.482,0.494,"MODERATE","NP_437569.1","ABC transporter permease","ASP62565.1","CDO30_30825","gene-CDO30_RS30860",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1196477-T","pSymB","1196477",1195737,1196762,0.267,0.247,"LOW","NP_437569.1","ABC transporter permease","ASP62565.1","CDO30_30825","gene-CDO30_RS30860",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1196779-G","pSymB","1196779",1196759,1197727,0.482,0.461,"LOW","NP_437570.1","sugar ABC transporter permease YjfF","ASP62566.1","CDO30_30830","gene-CDO30_RS30865",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-119787-A","pSymB","119787",NA,NA,0.131,0.124,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25675-gene-CDO30_RS25680",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1198715-T","pSymB","1198715",1198625,1199776,0.131,0.169,"LOW","NP_437572.1","ABC transporter ATP-binding protein","ASP62568.1","CDO30_30840","gene-CDO30_RS30875",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-120009-C","pSymB","120009",119793,120950,0.215,0.236,"LOW","NP_436585.1","hypothetical protein","ASP61629.1","CDO30_25655","gene-CDO30_RS25680",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1202824-G","pSymB","1202824",1201669,1202901,0.455,0.461,"LOW","NP_437575.1","sugar ABC transporter substrate-binding protein","ASP62571.1","CDO30_30855","gene-CDO30_RS30890",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-120382-G","pSymB","120382",119793,120950,0.068,0.079,"MODERATE","NP_436585.1","hypothetical protein","ASP61629.1","CDO30_25655","gene-CDO30_RS25680",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1204549-T","pSymB","1204549",1203882,1204913,0.22,0.213,"MODERATE","NP_437577.1","gfo/Idh/MocA family oxidoreductase","ASP62572.1","CDO30_30865","gene-CDO30_RS30900",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1206371-C","pSymB","1206371",NA,NA,0.408,0.404,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS30905-gene-CDO30_RS30910",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1206457-T","pSymB","1206457",1206398,1206697,0.099,0.101,"LOW","NP_437579.1","hypothetical protein","ASP62574.1","CDO30_30875","gene-CDO30_RS30910",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1207231-A","pSymB","1207231",1206784,1207974,0.304,0.292,"LOW","NP_437580.1","class C beta-lactamase","ASP62575.1","CDO30_30880","gene-CDO30_RS30915",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1207914-T","pSymB","1207914",1206784,1207974,0.105,0.112,"MODERATE","NP_437580.1","class C beta-lactamase","ASP62575.1","CDO30_30880","gene-CDO30_RS30915",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-120849-G","pSymB","120849",119793,120950,0.497,0.461,"LOW","NP_436585.1","hypothetical protein","ASP61629.1","CDO30_25655","gene-CDO30_RS25680",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1209447-C","pSymB","1209447",1209303,1210127,0.414,0.416,"LOW","NP_437582.1","carbohydrate ABC transporter permease","ASP62577.1","CDO30_30890","gene-CDO30_RS30925",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-121068-C","pSymB","121068",NA,NA,0.11,0.112,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25680-gene-CDO30_RS25685",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1212284-T","pSymB","1212284",1211085,1212347,0.089,0.056,"MODERATE","NP_437584.1","ABC transporter substrate-binding protein","ASP62579.1","CDO30_30900","gene-CDO30_RS30935",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1212495-G","pSymB","1212495",1212434,1213522,0.461,0.438,"MODERATE","NP_437585.1","ABC transporter ATP-binding protein","ASP62580.1","CDO30_30905","gene-CDO30_RS30940",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-121500-C","pSymB","121500",121324,122166,0.236,0.27,"MODERATE","NP_436586.1","glycosyl transferase","ASP61630.1","CDO30_25660","gene-CDO30_RS25685",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1216329-C","pSymB","1216329",1215405,1216523,0.079,0.079,"MODERATE","NP_437588.1","site-2 protease family protein","ASP62583.1","CDO30_30920","gene-CDO30_RS30955",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1216575-T","pSymB","1216575",NA,NA,0.372,0.348,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS30955-gene-CDO30_RS30960",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1221006-T","pSymB","1221006",NA,NA,0.283,0.281,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS30980-gene-CDO30_RS30985",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1222160-T","pSymB","1222160",1221288,1222277,0.147,0.157,"LOW","YP_001313645.1","sugar ABC transporter substrate-binding protein","ASP62588.1","CDO30_30950","gene-CDO30_RS30985",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1223059-C","pSymB","1223059",1222343,1223740,0.11,0.112,"MODERATE","NP_437595.1","endo-1%2C3-1%2C4-beta-glycanase ExsH","ASP62589.1","CDO30_30955","gene-CDO30_RS30990",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-122419-C","pSymB","122419",NA,NA,0.079,0.101,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25685-gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1224504-C","pSymB","1224504",1223920,1226643,0.455,0.461,"LOW","NP_437596.1","histidine kinase","ASP62590.1","CDO30_30960","gene-CDO30_RS30995",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1225124-A","pSymB","1225124",1223920,1226643,0.157,0.18,"MODERATE","NP_437596.1","histidine kinase","ASP62590.1","CDO30_30960","gene-CDO30_RS30995",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1226492-T","pSymB","1226492",1223920,1226643,0.257,0.27,"MODERATE","NP_437596.1","histidine kinase","ASP62590.1","CDO30_30960","gene-CDO30_RS30995",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1228516-T","pSymB","1228516",1228214,1230034,0.136,0.146,"LOW","NP_437600.1","glycosyl transferase family 1","ASP62594.1","CDO30_30985","gene-CDO30_RS31020",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1228618-A","pSymB","1228618",1228214,1230034,0.398,0.427,"LOW","NP_437600.1","glycosyl transferase family 1","ASP62594.1","CDO30_30985","gene-CDO30_RS31020",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1228654-C","pSymB","1228654",1228214,1230034,0.058,0.067,"LOW","NP_437600.1","glycosyl transferase family 1","ASP62594.1","CDO30_30985","gene-CDO30_RS31020",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1228759-G","pSymB","1228759",1228214,1230034,0.204,0.213,"LOW","NP_437600.1","glycosyl transferase family 1","ASP62594.1","CDO30_30985","gene-CDO30_RS31020",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123049-G","pSymB","123049",122627,123937,0.241,0.292,"MODERATE","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1230690-A","pSymB","1230690",1230081,1230818,0.115,0.135,"LOW","NP_437601.1","7-carboxy-7-deazaguanine synthase QueE","ASP62595.1","CDO30_30990","gene-CDO30_RS31025","queE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123192-C","pSymB","123192",122627,123937,0.455,0.427,"MODERATE","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1231995-A","pSymB","1231995",NA,NA,0.089,0.124,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31035-gene-CDO30_RS31040",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1233064-A","pSymB","1233064",1232026,1233840,0.262,0.281,"LOW","NP_437604.1","ABC transporter ATP-binding protein","ASP62597.1","CDO30_31005","gene-CDO30_RS31040",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123348-T","pSymB","123348",122627,123937,0.34,0.382,"MODERATE","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1234226-T","pSymB","1234226",NA,NA,0.372,0.416,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31040-gene-CDO30_RS31045",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123455-C","pSymB","123455",122627,123937,0.225,0.247,"LOW","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123479-A","pSymB","123479",122627,123937,0.246,0.27,"LOW","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1235275-G","pSymB","1235275",1234373,1235359,0.094,0.067,"LOW","NP_437605.1","UDP-glucose 4-epimerase","ASP63093.1","CDO30_31010","gene-CDO30_RS31045","galE",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1235394-G","pSymB","1235394",NA,NA,0.325,0.315,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31045-gene-CDO30_RS31050",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1236661-G","pSymB","1236661",1236449,1237756,0.215,0.202,"MODERATE","NP_437607.1","exopolysaccharide production protein ExoQ","ASP62599.1","CDO30_31020","gene-CDO30_RS31055",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-123812-G","pSymB","123812",122627,123937,0.089,0.067,"LOW","NP_436587.1","replication initiation protein RepC","ASP61631.1","CDO30_25665","gene-CDO30_RS25690",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1238362-G","pSymB","1238362",1237764,1239029,0.351,0.326,"MODERATE","NP_437608.1","exopolysaccharide production protein ExoF","ASP62600.1","CDO30_31025","gene-CDO30_RS31060",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1239139-A","pSymB","1239139",1239082,1239762,0.325,0.303,"LOW","NP_437609.1","exopolysaccharide production protein ExoY","ASP62601.1","CDO30_31030","gene-CDO30_RS31065",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1240857-A","pSymB","1240857",NA,NA,0.136,0.135,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31070-gene-CDO30_RS31075",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-124227-C","pSymB","124227",124093,125097,0.084,0.09,"MODERATE","NP_436588.1","plasmid partitioning protein RepB","ASP61632.1","CDO30_25670","gene-CDO30_RS25695","repB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-124231-A","pSymB","124231",124093,125097,0.236,0.247,"LOW","NP_436588.1","plasmid partitioning protein RepB","ASP61632.1","CDO30_25670","gene-CDO30_RS25695","repB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-124297-T","pSymB","124297",124093,125097,0.073,0.067,"LOW","NP_436588.1","plasmid partitioning protein RepB","ASP61632.1","CDO30_25670","gene-CDO30_RS25695","repB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1243907-A","pSymB","1243907",1243049,1244008,0.11,0.112,"LOW","NP_437613.1","succinoglycan biosynthesis protein exow","ASP62605.1","CDO30_31050","gene-CDO30_RS31085",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-124401-A","pSymB","124401",124093,125097,0.094,0.067,"MODERATE","NP_436588.1","plasmid partitioning protein RepB","ASP61632.1","CDO30_25670","gene-CDO30_RS25695","repB",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1244921-T","pSymB","1244921",1244133,1245617,0.105,0.101,"LOW","NP_437614.1","lipopolysaccharide biosynthesis protein","ASP62606.1","CDO30_31055","gene-CDO30_RS31090",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1246307-A","pSymB","1246307",1245996,1246571,0.099,0.09,"LOW","NP_437616.1","succinoglycan biosynthesis protein exoi","ASP62608.1","CDO30_31065","gene-CDO30_RS31100",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1247109-A","pSymB","1247109",1246939,1247322,0.073,0.067,"LOW","NP_437618.1","hypothetical protein","ASP62610.1","CDO30_31075","gene-CDO30_RS31110",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1248501-G","pSymB","1248501",1247461,1248573,0.126,0.101,"LOW","NP_437619.1","succinoglycan biosynthesis protein exoh","ASP62611.1","CDO30_31080","gene-CDO30_RS31115",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1251096-C","pSymB","1251096",1250692,1251684,0.141,0.135,"LOW","NP_437622.1","succinoglycan biosynthesis protein exoa","ASP62614.1","CDO30_31095","gene-CDO30_RS31130",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1253579-T","pSymB","1253579",1252610,1253656,0.105,0.09,"MODERATE","NP_437624.1","succinoglycan biosynthesis protein ExoO","ASP62616.1","CDO30_31105","gene-CDO30_RS31140",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1253822-G","pSymB","1253822",1253661,1254566,0.136,0.124,"LOW","NP_437625.1","UTP--glucose-1-phosphate uridylyltransferase","ASP62617.1","CDO30_31110","gene-CDO30_RS31145",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1256539-C","pSymB","1256539",1254621,1256981,0.34,0.348,"MODERATE","NP_437626.1","succinoglycan biosynthesis transporter ExoP","ASP62618.1","CDO30_31115","gene-CDO30_RS31150",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1256748-T","pSymB","1256748",1254621,1256981,0.372,0.382,"LOW","NP_437626.1","succinoglycan biosynthesis transporter ExoP","ASP62618.1","CDO30_31115","gene-CDO30_RS31150",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1258498-T","pSymB","1258498",NA,NA,0.482,0.483,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31160-gene-CDO30_RS31165",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1262761-T","pSymB","1262761",1262599,1263633,0.277,0.27,"LOW","NP_437632.1","LacI family transcriptional regulator","ASP62623.1","CDO30_31145","gene-CDO30_RS31180",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-12633-T","pSymB","12633",12339,14204,0.356,0.27,"MODERATE","NP_438064.1","two-component sensor histidine kinase","ASP61542.1","CDO30_25175","gene-CDO30_RS25200",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1263901-T","pSymB","1263901",1263641,1265353,0.084,0.09,"MODERATE","NP_437633.1","glycoside hydrolase family 37","ASP62624.1","CDO30_31150","gene-CDO30_RS31185",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-126438-C","pSymB","126438",NA,NA,0.073,0.056,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25700-gene-CDO30_RS25705",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-126516-T","pSymB","126516",NA,NA,0.136,0.135,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25700-gene-CDO30_RS25705",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-126556-A","pSymB","126556",NA,NA,0.45,0.404,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25700-gene-CDO30_RS25705",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1266008-T","pSymB","1266008",1265357,1266169,0.22,0.213,"LOW","NP_437634.1","carbohydrate ABC transporter permease","ASP62625.1","CDO30_31155","gene-CDO30_RS31190",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1269899-G","pSymB","1269899",1269641,1272667,0.262,0.247,"LOW","NP_437638.1","4-aminobutyrate aminotransferase","ASP62629.1","CDO30_31175","gene-CDO30_RS31210",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1270319-A","pSymB","1270319",1269641,1272667,0.382,0.393,"LOW","NP_437638.1","4-aminobutyrate aminotransferase","ASP62629.1","CDO30_31175","gene-CDO30_RS31210",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1270748-A","pSymB","1270748",1269641,1272667,0.277,0.27,"LOW","NP_437638.1","4-aminobutyrate aminotransferase","ASP62629.1","CDO30_31175","gene-CDO30_RS31210",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1275548-T","pSymB","1275548",1275098,1275844,0.188,0.169,"LOW","NP_437641.1","basic amino acid ABC transporter substrate-binding protein","ASP62632.1","CDO30_31190","gene-CDO30_RS31225",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1276993-G","pSymB","1276993",NA,NA,0.068,0.056,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS31230-gene-CDO30_RS31235",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1277651-G","pSymB","1277651",1277177,1277728,0.162,0.146,"LOW","NP_437643.1","amine oxidase","ASP62634.1","CDO30_31200","gene-CDO30_RS31235",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1278092-G","pSymB","1278092",1277816,1279129,0.215,0.236,"LOW","NP_437644.1","TRAP transporter large permease","ASP62635.1","CDO30_31205","gene-CDO30_RS31240",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-127829-T","pSymB","127829",NA,NA,0.068,0.056,"MODIFIER",NA,"non-coding",NA,NA,"gene-CDO30_RS25710-gene-CDO30_RS25715",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1279856-A","pSymB","1279856",1279820,1280797,0.089,0.09,"LOW","NP_437646.1","C4-dicarboxylate ABC transporter","ASP62637.1","CDO30_31215","gene-CDO30_RS31250",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-128041-A","pSymB","128041",127847,129808,0.168,0.146,"LOW","NP_436592.1","elongation factor G","ASP61636.1","CDO30_25690","gene-CDO30_RS25715",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1280890-G","pSymB","1280890",1280875,1281135,0.246,0.258,"LOW","NP_437647.1","hypothetical protein","ASP62638.1","CDO30_31220","gene-CDO30_RS31255",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1280939-A","pSymB","1280939",1280875,1281135,0.094,0.101,"MODERATE","NP_437647.1","hypothetical protein","ASP62638.1","CDO30_31220","gene-CDO30_RS31255",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
"freebayes-snp-psymb-1282145-A","pSymB","1282145",1281528,1282508,0.382,0.393,"MODIFIER","NP_437649.1","nitrite reductase large subunit",NA,"CDO30_31230","gene-CDO30_RS31260-gene-CDO30_RS31270",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-sig"
