"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymA","NP_436482.1","ASP60955.1","penicillin-binding protein 2","gene-CDO30_RS22240",800657,801988,2,801548,801653,4,0.1545126,"chloro1-DZA, shoot-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436483.2","ASP60954.1","SH3 domain-containing protein","gene-CDO30_RS22230",799440,800252,1,799659,799659,2,0.31024595,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436485.1","ASP60952.1","GGDEF domain-containing protein","gene-CDO30_RS22220",796801,798147,3,796825,797595,3,-0.0844994333333333,"chloro1-A17, nod-A17, fit-A17","A17","4, 6O","A17 only"
"pSymA","NP_436486.1","ASP60951.1","sugar kinase","gene-CDO30_RS22215",795491,796717,4,795664,796702,4,-0.20711475,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436491.1","ASP60947.1","oxidoreductase","gene-CDO30_RS22190",788994,791027,4,789795,790945,5,-0.02179744,"chloro1-DZA, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","NP_436494.2","ASP60946.1","glutathione S-transferase family protein","gene-CDO30_RS22180",787331,787978,1,787792,787792,1,-0.4227872,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436495.1","ASP60944.1","ATP-dependent helicase","gene-CDO30_RS22170",784724,786793,2,785896,786001,3,0.0628573333333333,"chloro1-DZA, nod-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436496.2","ASP60943.1","metal transporter","gene-CDO30_RS22165",783974,784399,1,784244,784244,1,0.430568,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436497.1","ASP60942.1","DNA-binding response regulator","gene-CDO30_RS22160",783058,783750,1,783102,783102,1,-0.2759987,"nod.weight-A17","A17","4","A17 only"
"pSymA","NP_436498.1","ASP60941.1","sensor histidine kinase KdpD","gene-CDO30_RS22155",780371,783061,4,780441,781966,4,-0.144566175,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymA","NP_436500.1","ASP60939.1","potassium-transporting ATPase subunit B","gene-CDO30_RS22145",777738,779780,3,777896,779684,4,0.112626225,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436501.1","ASP61495.1","potassium-transporting ATPase A chain","gene-CDO30_RS22140",776017,777726,3,776451,777606,3,-0.220338433333333,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436514.1","ASP60925.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS22070",759139,759861,1,759549,759549,1,0.2478898,"chloro1-A17","A17","4","A17 only"
"pSymA","NP_436516.2","ASP60922.1","class I SAM-dependent methyltransferase","gene-CDO30_RS22055",757445,758125,3,757840,757942,5,-0.32629724,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymA","NP_436517.1","ASP60921.1","aldehyde dehydrogenase iron-sulfur subunit","gene-CDO30_RS22050",756438,757085,2,756528,756966,2,0.0839534,"nod.weight-A17, fit-A17","A17","4, 6O","A17 only"
"pSymA","NP_436518.1","ASP60920.1","molybdopterin dehydrogenase","gene-CDO30_RS22045",755491,756441,10,755575,756427,16,-0.24223725,"nod.weight-A17, fit-DZA, fit-A17","A17, DZA","4, 5O, 6O","Both"
"pSymA","NP_436519.2","ASP61494.1","oxidoreductase","gene-CDO30_RS22040",753288,755486,8,753366,755310,10,-0.25578486,"chloro1-DZA, nod-A17, nod.weight-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymA","NP_436520.4","ASP60919.1","DNA polymerase IV","gene-CDO30_RS22035",751995,753104,1,753006,753006,1,0.3391484,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436521.2","ASP60917.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS22020",749476,750168,1,749626,749626,1,0.2664293,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436523.1","ASP60915.1","BMP family ABC transporter substrate-binding protein","gene-CDO30_RS22010",747396,748382,1,747416,747416,1,0.2807947,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436524.1","ASP60914.1","amidase","gene-CDO30_RS22005",745969,747384,3,746164,747157,6,0.269289016666667,"chloro1-DZA, nod.weight-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymA","NP_436525.1","ASP60913.1","ABC transporter ATP-binding protein","gene-CDO30_RS22000",744446,745972,1,745043,745043,1,-0.1832916,"fit-A17","A17","6O","A17 only"
"pSymA","NP_436526.1","ASP60912.1","ABC transporter permease","gene-CDO30_RS21995",743407,744456,2,744262,744445,3,-0.2055071,"chloro1-DZA, shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymA","NP_436528.1","ASP60910.1","cytosine deaminase","gene-CDO30_RS21985",741146,742444,2,741845,742139,2,-0.21326155,"nod.weight-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymA","NP_436531.1","ASP61493.1","MFS transporter","gene-CDO30_RS21970",737957,739126,2,738652,738716,2,-0.2146967,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","NP_436534.1","ASP60906.1","quinone oxidoreductase","gene-CDO30_RS21950",733655,734623,2,734017,734517,2,-0.41625685,"fit-DZA","DZA","5O","DZA only"
"pSymA","NP_436535.1","ASP60905.1","ABC transporter ATP-binding protein","gene-CDO30_RS21945",731844,733433,3,732215,733310,3,-0.0866737333333333,"nod-DZA, nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","NP_436537.2","ASP60903.1","peroxiredoxin","gene-CDO30_RS21935",730452,730868,1,730658,730658,1,-0.2369359,"nod.weight-A17","A17","4","A17 only"
"pSymA","WP_003525475.1",NA,"adenylyltransferase","gene-CDO30_RS22180-gene-CDO30_RS22190",788086,788862,1,788272,788272,1,-0.208407,"nod-DZA","DZA","3","DZA only"
"pSymA","WP_003548655.1",NA,"hypothetical protein","gene-CDO30_RS23715-gene-CDO30_RS23725",1071950,1072291,1,1072020,1072020,1,-0.3285223,"nod.weight-A17","A17","4","A17 only"
"pSymA","WP_010875348.1",NA,"IS66 family transposase","gene-CDO30_RS19175-gene-CDO30_RS19190",240677,241456,1,241129,241129,1,0.1503464,"nod.weight-A17","A17","4","A17 only"
"pSymA","WP_013845417.1","ASP60389.1","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","gene-CDO30_RS18835",170120,170389,1,170344,170344,1,0.2384023,"chloro1-DZA","DZA","3","DZA only"
"pSymA","WP_013845639.1","ASP61196.1","hypothetical protein","gene-CDO30_RS23730",1074285,1074470,1,1074332,1074332,1,-0.208907,"nod.weight-A17","A17","4","A17 only"
"pSymA","WP_013845649.1","ASP61185.1","hypothetical protein","gene-CDO30_RS23665",1062363,1062614,1,1062440,1062440,1,0.3252323,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","WP_013851101.1",NA,"addiction module toxin RelE","gene-CDO30_RS22620-gene-CDO30_RS22635",867406,867757,1,867610,867610,1,0.2921556,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","WP_013851125.1","ASP61038.1","DUF2798 domain-containing protein","gene-CDO30_RS22740",891495,891758,2,891515,891730,2,0.2149282,"nod-A17","A17","4","A17 only"
"pSymA","WP_014528683.1","ASP61402.1","FAD-binding oxidoreductase","gene-CDO30_RS24900",1316791,1317960,2,1317628,1317903,2,0.00782179999999999,"chloro1-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","WP_014531371.1","ASP61174.1","hypothetical protein","gene-CDO30_RS23595-gene-CDO30_RS23605",1049471,1049665,1,1049496,1049496,1,-0.2214817,"shoot-DZA","DZA","3","DZA only"
"pSymA","WP_014531531.1",NA,"hypothetical protein","gene-CDO30_RS24985-gene-CDO30_RS24995",1334685,1334901,1,1334812,1334812,1,0.201496,"chloro1-DZA","DZA","3","DZA only"
"pSymA","WP_014531651.1",NA,"hypothetical protein","gene-CDO30_RS19175-gene-CDO30_RS19190",240419,240604,1,240429,240429,1,0.3130711,"chloro1-DZA","DZA","3","DZA only"
"pSymA","WP_014990337.1","ASP60771.1","hypothetical protein","gene-CDO30_RS21225",596047,596346,2,596126,596157,3,0.0766011333333333,"shoot-DZA, nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","WP_015242401.1","ASP60417.1","hypothetical protein","gene-CDO30_RS18995",205558,205782,1,205601,205601,1,0.2179515,"fit-A17","A17","6O","A17 only"
"pSymA","WP_015242440.1",NA,"hypothetical protein","gene-CDO30_RS19310-gene-CDO30_RS19335",264818,265287,1,264945,264945,1,0.2450802,"shoot-A17","A17","4","A17 only"
"pSymA","WP_015338933.1","ASP60516.1","co-chaperone GroES","gene-CDO30_RS19635",318925,319221,2,319050,319060,2,0.06782545,"chloro1-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymA","WP_015445499.1","ASP61112.1","class A beta-lactamase","gene-CDO30_RS23185",974131,975027,2,974152,974248,2,0.01326115,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","WP_017266788.1","ASP61505.1","LysR family transcriptional regulator","gene-CDO30_RS23080",954259,955146,1,954355,954355,1,-0.1471837,"nod-A17","A17","4","A17 only"
"pSymA","WP_017267631.1","ASP60588.1","hypothetical protein","gene-CDO30_RS20100",394355,394612,1,394359,394359,2,-0.01407035,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","WP_017271444.1",NA,"hypothetical protein","gene-CDO30_RS20120-gene-CDO30_RS20130",398926,399226,1,399024,399024,2,0.0237189,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","WP_017272267.1","ASP61229.1","hypothetical protein","gene-CDO30_RS23935",1115970,1116254,1,1116083,1116083,2,0.2878813,"chloro1-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymA","WP_017506755.1",NA,"hypothetical protein","gene-CDO30_RS24200-gene-CDO30_RS24220",1171126,1171433,1,1171293,1171293,1,-0.2313058,"shoot-DZA","DZA","3","DZA only"
"pSymA","WP_018010500.1","ASP61475.1","hypothetical protein","gene-CDO30_RS19790",344643,344900,1,344648,344648,1,0.2083141,"shoot-DZA","DZA","3","DZA only"
"pSymA","WP_020479365.1",NA,"hypothetical protein","gene-CDO30_RS22230-gene-CDO30_RS22240",800366,800623,1,800583,800583,1,0.2709127,"chloro1-DZA","DZA","3","DZA only"
"pSymA","YP_001312338.1","ASP60533.1","sugar ABC transporter permease","gene-CDO30_RS19740",333605,334510,2,333997,334175,3,-0.0736995666666667,"shoot-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymA","YP_001313599.1",NA,"cell envelope protein","gene-CDO30_RS20100-gene-CDO30_RS20110",394617,396058,10,394866,395999,17,0.0857811058823529,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, nod-A17, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymA","YP_001313776.1","ASP61411.1","ABC transporter ATP-binding protein","gene-CDO30_RS24945",1326188,1327174,1,1326424,1326424,2,0.2519257,"chloro1-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymA","YP_001313791.1","ASP61378.1","ABC transporter permease","gene-CDO30_RS24765",1288116,1289033,1,1288430,1288430,1,0.1743295,"shoot-DZA","DZA","3","DZA only"
"pSymA","YP_001313846.1","ASP60813.1","TRAP transporter large permease","gene-CDO30_RS21450",637388,638704,2,637910,638146,2,0.00600564999999999,"shoot-DZA","DZA","3","DZA only"
"pSymA","YP_001313847.1","ASP60814.1","MCD%2C Malonyl-CoA decarboxylase MCD","gene-CDO30_RS21455",638701,640140,3,638790,639150,3,0.0517789,"shoot-DZA, nod-DZA","DZA","3","DZA only"
"pSymA","YP_001313901.1",NA,"VIT family protein","gene-CDO30_RS19865-gene-CDO30_RS33970",362533,362919,1,362766,362766,1,0.2450147,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","YP_001313905.1","ASP60548.1","amino acid decarboxylase","gene-CDO30_RS19840",354869,357232,17,354905,356989,23,0.074086147826087,"chloro1-DZA, shoot-DZA, nod-DZA, nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","YP_001313952.1","ASP60780.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS21270",605756,606493,3,606022,606442,3,-0.411057133333333,"nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","YP_001314274.1","ASP61511.1","N-acetyltransferase","gene-CDO30_RS23505",1030193,1031029,3,1030624,1031002,7,0.207958185714286,"chloro1-DZA, shoot-DZA, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymA","YP_001314404.1","ASP60576.1","hypothetical protein","gene-CDO30_RS20040",384699,384908,1,384741,384741,2,0.06376665,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","YP_001314405.1",NA,"glycerol transporter","gene-CDO30_RS19765-gene-CDO30_RS19770",340054,340136,2,340081,340109,5,-0.04042638,"chloro1-DZA, shoot-DZA, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA","YP_001314463.1","ASP60863.1","ABC transporter substrate-binding protein","gene-CDO30_RS21715",686869,687843,1,687334,687334,1,0.330747,"shoot-A17","A17","4","A17 only"
"pSymA","YP_001314472.1","ASP60871.1","mandelate racemase","gene-CDO30_RS21755",694608,695855,4,694634,695765,5,-0.04810318,"shoot-DZA, nod.weight-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymA","YP_001314499.1","ASP61343.1","GntR family transcriptional regulator","gene-CDO30_RS24585",1249658,1250428,2,1249976,1250303,3,-0.0701959666666667,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymA","YP_001314587.1",NA,"flavin reductase","stc3",308196,308870,1,308344,308344,1,-0.1647757,"nod-DZA","DZA","3","DZA only"
"pSymA","YP_001314656.1","ASP60523.1","hypothetical protein","gene-CDO30_RS19680",324715,325005,1,324947,324947,1,0.3482716,"nod.weight-DZA","DZA","3","DZA only"
"pSymA","YP_001314981.1","ASP60969.1","hypothetical protein","gene-CDO30_RS22325",813740,814045,1,813931,813931,2,0.2379376,"shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymA","YP_001326981.1","ASP60596.1","hypothetical protein","gene-CDO30_RS20160",406842,407087,1,406892,406892,2,0.0922094,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymA","YP_002000327.1","ASP60891.1","hypothetical protein","gene-CDO30_RS21875",713376,713663,1,713547,713547,1,0.2218033,"shoot-DZA","DZA","3","DZA only"
"pSymA","YP_002822682.1","ASP60984.1","DUF2191 domain-containing protein","gene-CDO30_RS22415",830821,831021,1,830973,830973,1,-0.205683,"shoot-DZA","DZA","3","DZA only"
"pSymA","YP_002823300.1","ASP61490.1","GYD domain-containing protein","gene-CDO30_RS21390",626457,626777,1,626580,626580,1,0.187813,"fit-A17","A17","6O","A17 only"
"pSymA","YP_002823460.1",NA,"FAD-dependent oxidoreductase","gene-CDO30_RS24325-gene-CDO30_RS24335",1191743,1193173,1,1192620,1192620,1,-0.2620951,"shoot-A17","A17","4","A17 only"
"pSymA","YP_002823802.1",NA,"hypothetical protein","gene-CDO30_RS34085-gene-CDO30_RS23580",1044099,1045081,3,1044428,1044994,3,-0.0187887333333333,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymA",NA,"ASP60531.1","ABC transporter ATP-binding protein","gene-CDO30_RS19725",331673,332164,1,331709,331709,1,-0.3591268,"nod.weight-DZA","DZA","3","DZA only"
"pSymA",NA,"ASP61170.1","hypothetical protein","gene-CDO30_RS34085",1043765,1044124,1,1043909,1043909,2,0.01499585,"nod.weight-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_436541.1","ASP61589.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS25445",67538,68812,2,68464,68734,2,-0.2869518,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436545.1","ASP61593.1","ABC transporter ATP-binding protein","gene-CDO30_RS25465",72887,73963,3,73247,73959,4,-0.11481755,"shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436546.1","ASP61594.1","pyrroline-5-carboxylate reductase","gene-CDO30_RS25470",74022,74798,3,74205,74649,4,0.066367725,"nod.weight-DZA, shoot-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_436547.1","ASP61595.1","LysR family transcriptional regulator","gene-CDO30_RS25475",74805,75710,2,75355,75393,4,-0.082471425,"nod-DZA, chloro1-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436549.1","ASP61597.1","flavin-nucleotide-binding protein","gene-CDO30_RS25485",76623,77576,2,76707,77432,2,-0.2805443,"shoot-A17, nod-A17","A17","4","A17 only"
"pSymB","NP_436550.1","ASP61598.1","catalase C","gene-CDO30_RS25490",77691,79808,4,78458,79427,4,-0.196809725,"shoot-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436551.1","ASP61599.1","ATP-dependent DNA ligase","gene-CDO30_RS25495",79834,80901,2,80392,80544,3,-0.201103166666667,"nod.weight-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436552.1","ASP61600.1","LysR family transcriptional regulator","gene-CDO30_RS25500",80888,81817,1,81683,81683,1,-0.2029345,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436553.1","ASP61601.1","alpha/beta hydrolase","gene-CDO30_RS25505",81912,82979,4,82400,82768,6,-0.223105483333333,"shoot-DZA, chloro1-A17, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436554.1","ASP61602.1","ZIP family metal transporter","gene-CDO30_RS25510",83206,83985,2,83256,83309,2,-0.23459125,"nod-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436555.1","ASP61603.1","vitamin K epoxide reductase","gene-CDO30_RS25515",84017,86560,3,84257,85958,3,-0.241873133333333,"nod.weight-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436556.1","ASP61604.1","gfo/Idh/MocA family oxidoreductase","gene-CDO30_RS25520",86616,87860,3,86836,87003,4,-0.09012385,"shoot-A17, nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436557.1","ASP63017.1","LacI family transcriptional regulator","gene-CDO30_RS25525",87914,88915,3,88022,88607,3,0.00397526666666666,"nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436558.1","ASP61605.1","ABC transporter permease","gene-CDO30_RS25530",88929,89885,1,89801,89801,4,-0.188999025,"nod.weight-DZA, shoot-A17, nod-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436559.1","ASP61606.1","ABC transporter permease","gene-CDO30_RS25535",89882,90874,2,90581,90815,4,-0.279279175,"shoot-DZA, nod-DZA, nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436560.1","ASP61607.1","sugar ABC transporter ATP-binding protein","gene-CDO30_RS25540",90874,92379,1,92317,92317,1,-0.2212467,"nod-A17","A17","4","A17 only"
"pSymB","NP_436561.1","ASP61609.1","sugar ABC transporter substrate-binding protein","gene-CDO30_RS25550",92629,93651,4,92746,93070,6,-0.09595465,"shoot-A17, nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436562.1","ASP61610.1","dihydrolipoamide succinyltransferase","gene-CDO30_RS25555",93743,94879,2,94310,94501,2,-0.26220005,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436563.1","ASP61611.1","pyruvate dehydrogenase","gene-CDO30_RS25560",94882,96960,3,95065,95623,3,-0.261345833333333,"nod-DZA, nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436564.1","ASP61612.1","Lrp/AsnC family transcriptional regulator","gene-CDO30_RS25565",97077,97547,1,97084,97084,2,0.02949575,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436565.1","ASP61614.1","dienelactone hydrolase family protein","gene-CDO30_RS25580",98195,98761,2,98325,98660,2,-0.10416025,"chloro1-DZA, shoot-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436566.1","ASP61615.1","5-oxoprolinase","gene-CDO30_RS25585",98838,102455,4,99057,99918,6,-0.0804854166666667,"chloro1-DZA, nod-DZA, chloro1-A17, shoot-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436569.1","ASP61617.1","tripartite tricarboxylate transporter TctB family protein","gene-CDO30_RS25600",104868,105329,1,105170,105170,3,-0.0596671,"nod-DZA, shoot-A17, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436572.1","ASP61620.1","carboxymuconolactone decarboxylase family protein","gene-CDO30_RS25620",108487,108960,1,108709,108709,1,0.1489706,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436573.1","ASP61621.1","RNA polymerase sigma factor SigJ","gene-CDO30_RS25625",108960,109817,2,108981,108992,4,0.08633765,"nod-DZA, nod.weight-DZA, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436578.1","ASP61624.1","ABC transporter permease","gene-CDO30_RS25645",112845,114125,1,114089,114089,2,-0.28740255,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436580.1","ASP61626.1","shikimate dehydrogenase","gene-CDO30_RS25655",115282,116142,1,115911,115911,1,-0.1585947,"chloro1-DZA","DZA","3","DZA only"
"pSymB","NP_436582.1","ASP61627.1","PLP-dependent aminotransferase family protein","gene-CDO30_RS25665",116683,118107,1,118105,118105,2,0.0416816,"nod-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436583.1","ASP61628.1","EamA/RhaT family transporter","gene-CDO30_RS25670",118189,119049,1,118372,118372,1,0.2179459,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436585.1","ASP61629.1","hypothetical protein","gene-CDO30_RS25680",119793,120950,1,120642,120642,1,0.1620129,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436586.1","ASP61630.1","glycosyl transferase","gene-CDO30_RS25685",121324,122166,1,121569,121569,1,-0.2337249,"nod-A17","A17","4","A17 only"
"pSymB","NP_436588.1","ASP61632.1","plasmid partitioning protein RepB","gene-CDO30_RS25695",124093,125097,1,124792,124792,1,-0.1968348,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436591.1","ASP61635.1","histidine utilization repressor","gene-CDO30_RS25710",127021,127728,1,127720,127720,1,-0.3489114,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436592.1","ASP61636.1","elongation factor G","gene-CDO30_RS25715",127847,129808,3,128434,129202,3,-0.0655963333333333,"nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436594.1","ASP63021.1","alpha/beta hydrolase","gene-CDO30_RS25725",130557,131384,1,131048,131048,2,0.02312895,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436596.1","ASP61639.1","ABC transporter substrate-binding protein","gene-CDO30_RS25735",134181,135248,1,134969,134969,2,0.54068145,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
